,Input,Wav filename,flag value,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,Real Values,Predicted Values
489,490,/content/drive/MyDrive/ReCirCor/training_data/training_data/50037_MV.wav,1,-8790.928,-416.25247,35.86236,70.64714,-32.295437,-29.164711,-4.7118564,-2.880377,28.527122,2.531385,2.8764029,0.12339478,0.08223034,0.52017725,1.0234828,-0.5339367,-0.41715533,-0.3993015,-0.21959445,-0.38836202,0,1.0
490,491,/content/drive/MyDrive/ReCirCor/training_data/training_data/50043_AV.wav,1,45842.77,2211.9724,7275.9805,-387.18372,-571.1765,-240.85918,-25.50838,86.874054,-8.742336,62.162895,-1.132766,0.111837134,0.40550542,-1.9442347,0.32787466,0.29780328,-0.32198045,-0.2328607,-1.1306448,0.06239439,0,0.0
491,492,/content/drive/MyDrive/ReCirCor/training_data/training_data/50043_PV.wav,1,-9051.405,-443.4623,98.086365,66.34759,-33.361187,-31.332205,-4.4430914,-1.6727804,9.252022,-0.10269292,-11.45258,-0.23322378,0.3598213,-0.018481547,1.0156215,-0.55216336,-0.6936229,0.0015156431,-0.17754744,0.14956948,0,1.0
492,493,/content/drive/MyDrive/ReCirCor/training_data/training_data/50043_TV.wav,1,-5989.6743,-338.6735,53.888737,32.367817,-40.974987,-18.038925,-4.0532885,1.3796877,-10.35492,-0.8114762,-3.1872015,-0.55533797,1.0954227,-0.38272595,0.66659904,0.4381089,-0.14336732,0.24059021,-0.50126356,-0.08636485,0,1.0
493,494,/content/drive/MyDrive/ReCirCor/training_data/training_data/50047_PV.wav,1,-6315.7466,54.68336,385.68915,-21.664572,53.135647,58.301445,1.0263273,13.772459,-13.877779,11.394183,1.1354742,-1.7590191,1.2535727,0.5164452,1.0254273,0.50374573,-0.24434532,0.1001426,-0.096188225,-0.54483104,0,1.0
494,495,/content/drive/MyDrive/ReCirCor/training_data/training_data/50047_TV.wav,1,-1087.2083,-369.35928,-395.28735,78.10216,-67.52097,-1.2372935,-10.580436,-1.6789988,-6.9484487,-3.21475,-2.3502164,-0.37875712,1.3694832,-0.4384566,-0.08768615,0.9745637,0.15342094,-0.09783562,0.25272548,0.172649,0,0.0
495,496,/content/drive/MyDrive/ReCirCor/training_data/training_data/50047_MV.wav,1,-9008.137,-460.85904,78.83188,61.56866,-32.31954,-29.374292,-4.2766414,-0.6217158,-4.414901,-1.8323896,-11.82119,-0.33898953,0.41129088,-0.6516964,0.902743,-0.4152285,0.053583562,-0.100028716,-0.41585445,0.025343817,0,1.0
496,497,/content/drive/MyDrive/ReCirCor/training_data/training_data/50048_PV.wav,1,-7777.2837,-420.30023,118.194664,60.629276,-39.874607,-29.445452,-3.664112,0.24334235,-12.400728,-2.9179268,0.8937937,-0.28004035,0.67322457,-0.4168358,0.08850443,0.92391866,0.6452891,0.6983191,-0.16418567,0.1708979,0,1.0
497,498,/content/drive/MyDrive/ReCirCor/training_data/training_data/50048_TV.wav,1,323.96353,-472.1901,-301.0318,144.5651,-77.30495,2.7735264,-9.336381,-1.2646494,-11.187805,-3.4526758,1.8934635,-0.42424038,1.5899144,-0.147287,1.2179387,0.10750951,0.3682916,0.32532942,0.63761055,-0.88900626,0,0.0
498,499,/content/drive/MyDrive/ReCirCor/training_data/training_data/50048_MV.wav,1,-6928.88,-584.3769,-27.3296,43.985836,-52.6694,-28.881453,-1.4700248,2.302398,-10.268187,-1.3473933,-2.629238,0.051313575,0.4161776,-0.89237946,-0.14742573,0.3812439,1.0772873,0.05371844,-0.47290054,-0.059939537,0,1.0
499,500,/content/drive/MyDrive/ReCirCor/training_data/training_data/50049_AV.wav,1,-9065.178,-489.00787,75.997765,65.444534,-34.221836,-31.956968,-4.675297,-4.426705,42.404163,3.7577817,-26.074518,0.086270414,-0.17023292,0.106748484,-1.4327792,-0.9791537,0.027918637,-1.447689,0.26475587,0.23769364,0,0.0
500,501,/content/drive/MyDrive/ReCirCor/training_data/training_data/50049_PV.wav,1,-8869.346,-468.11688,32.05742,65.89269,-29.539392,-27.395514,-4.289094,-1.0817103,-0.106308304,-1.2793089,-6.0021524,-0.35534334,0.8806384,-0.77613926,-1.1111889,-0.7611489,-0.38353643,0.15903738,0.3325911,0.31755817,0,1.0
501,502,/content/drive/MyDrive/ReCirCor/training_data/training_data/50049_TV.wav,1,-7279.2017,-429.39383,53.85642,36.92862,-39.85559,-23.244513,-4.44086,-1.635771,-1.5420402,-1.5967467,-4.4872246,-0.40716314,0.7287256,-1.4593182,-0.6971154,-0.26511723,0.47302207,0.5259995,0.48645246,0.10883084,0,1.0
502,503,/content/drive/MyDrive/ReCirCor/training_data/training_data/50049_MV.wav,1,-7876.9136,-523.7107,28.067097,74.56694,-41.712124,-29.654524,-5.4952073,-1.9958478,9.965241,-0.35823795,-22.06238,-0.49422684,1.941756,-0.44920474,0.8816031,0.5232553,0.050103467,-0.5522859,1.1877737,0.27476174,0,0.0
503,504,/content/drive/MyDrive/ReCirCor/training_data/training_data/50053_AV.wav,1,-3329.614,-280.12576,-352.82956,-234.14638,-14.667673,35.128937,2.9530892,-6.1004477,2.5145211,-1.2416394,1.9216055,-0.26772326,0.9847232,-0.8287265,1.1373914,-0.06918085,0.045167964,0.12940843,0.039048187,-0.60218626,0,1.0
504,505,/content/drive/MyDrive/ReCirCor/training_data/training_data/50053_PV.wav,1,7723.7095,1371.6978,1673.8689,-425.02454,-92.89007,-38.704174,-9.419256,-3.3365374,-3.166194,-3.9115505,-1.3571014,-0.37274122,1.0822488,-1.3271524,0.14023177,1.1760355,-0.09327161,1.1863074,0.0041162255,-0.025325587,0,1.0
505,506,/content/drive/MyDrive/ReCirCor/training_data/training_data/50053_TV.wav,1,-128.39288,49.243603,49.169373,-178.68379,16.788654,70.62526,0.34428266,-4.8435655,-2.376349,-1.4431909,-2.4383235,-0.29974723,0.9934528,-1.5338576,0.31533015,1.1758717,0.24652037,1.4684162,-0.35374436,-0.22438253,0,1.0
506,507,/content/drive/MyDrive/ReCirCor/training_data/training_data/50054_AV.wav,1,-7320.6055,13.418496,278.56366,105.184586,-29.615875,-29.042948,-7.714346,0.0049858675,-5.0417733,-1.7285253,-6.120012,-0.20359156,0.44002813,0.071362495,0.30845615,0.4306662,-0.30471608,-0.499897,-0.30804387,0.6596087,1,0.0
507,508,/content/drive/MyDrive/ReCirCor/training_data/training_data/50054_PV.wav,1,-7470.151,317.54315,164.52998,-57.065475,23.101849,12.043452,5.2935777,-0.93654704,-12.76381,-1.5116266,0.038793672,0.19990969,0.39599037,0.69984484,0.0788404,-0.16741349,0.31713524,0.04133837,-0.22660002,0.29118398,1,1.0
508,509,/content/drive/MyDrive/ReCirCor/training_data/training_data/50054_TV.wav,1,-8005.398,-0.3197081,177.86845,12.870937,14.928214,-1.2948802,-1.2758989,0.5715846,-9.906958,-1.3244811,7.8689747,-0.08340187,0.4569057,-0.37930876,-0.17676154,0.26719937,-0.1871329,-0.18054113,-0.028094018,0.6150035,1,1.0
509,510,/content/drive/MyDrive/ReCirCor/training_data/training_data/50054_MV.wav,1,-8142.249,288.99808,147.04675,22.392727,6.780191,-1.254187,-3.8884623,-0.29682964,-12.102109,-2.2314994,4.5772614,-0.28672382,0.64578134,-0.15044701,0.39929435,0.37118042,-0.08494417,0.07926631,-0.15450343,0.95630056,1,1.0
510,511,/content/drive/MyDrive/ReCirCor/training_data/training_data/50056_AV.wav,1,163251.78,-19676.67,-7346.7603,-13.62549,-1513.2177,230.73479,22.4849,202.7863,0.25942498,145.28381,0.12451181,-15.352151,-2.2075722,-0.80553097,0.703348,-0.36698607,0.13458319,0.14791302,1.2252297,0.672565,1,0.0
511,512,/content/drive/MyDrive/ReCirCor/training_data/training_data/50056_PV.wav,1,107685.766,10286.073,4934.3604,-816.588,423.9531,1116.1279,-56.70372,-19.905758,-3.7005913,23.24606,-0.38097563,0.9279012,-1.4559253,0.42284575,0.11840488,0.13985088,1.113041,0.23983583,1.0096055,0.68670917,1,0.0
512,513,/content/drive/MyDrive/ReCirCor/training_data/training_data/50056_TV.wav,1,23377.025,3609.815,765.4588,-445.98087,-5.0173373,111.80682,-5.7218757,-0.74596745,-11.676582,9.979206,-0.46146804,3.7041044,-0.7541387,2.853381,-1.1784893,0.027978336,1.0891528,0.60885066,1.012471,0.46705136,1,1.0
513,514,/content/drive/MyDrive/ReCirCor/training_data/training_data/50056_MV.wav,1,213064.75,-7332.252,-1629.291,-4966.051,-772.34467,1195.3611,17.335428,-79.60858,8.353482,-20.651821,-0.021857979,1.7902762,-1.2855711,0.1693683,0.2618418,-0.11664276,0.105208434,0.004665705,0.24201663,0.26070416,1,1.0
514,515,/content/drive/MyDrive/ReCirCor/training_data/training_data/50057_PV.wav,1,-9043.037,-438.3481,81.78946,62.471153,-29.36686,-29.613485,-3.6516635,-0.08545358,-12.005098,-2.6174562,0.9986712,-0.5354355,1.1542658,-1.2698853,-1.0996132,-0.9771452,-0.03472288,0.19385822,0.7248669,0.36173198,0,1.0
515,516,/content/drive/MyDrive/ReCirCor/training_data/training_data/50057_TV.wav,1,-9142.883,-452.23505,90.933105,65.41171,-32.07808,-31.083487,-4.4988613,-2.1310053,14.1657715,0.32803494,-21.891026,-0.33871397,0.6954263,-1.0278871,-0.9021314,-0.18022858,0.4312523,-0.31340116,0.61617273,0.3001556,0,0.0
516,517,/content/drive/MyDrive/ReCirCor/training_data/training_data/50057_MV.wav,1,-8175.677,-516.94586,15.130085,56.57547,-35.544205,-28.48714,-4.2203994,-1.3628006,1.5617534,-1.1343894,-4.649793,-0.31987107,0.42208147,-1.0307683,0.652109,-0.0874311,0.8874532,-0.24928138,-0.20920624,-0.08251637,0,1.0
517,518,/content/drive/MyDrive/ReCirCor/training_data/training_data/50061_AV.wav,1,959.94916,-415.06815,-221.03227,148.6831,-24.280441,47.11544,-9.439997,-1.6845111,-7.563522,-1.7163616,-4.4855924,0.0672291,1.1738626,0.29027203,-0.66812474,0.32217816,-1.0222899,0.4603683,-0.4916746,0.34380418,0,0.0
518,519,/content/drive/MyDrive/ReCirCor/training_data/training_data/50061_PV.wav,1,1666.3229,-3.2511337,-65.692726,56.795017,-24.871895,43.207367,-6.5907254,-1.9991931,-10.742015,-2.836854,-2.4704962,-0.044085387,0.91460776,0.5925157,-1.1805043,-0.28822148,-0.33900672,0.8125575,0.6601048,0.04958419,0,0.0
519,520,/content/drive/MyDrive/ReCirCor/training_data/training_data/50061_TV.wav,1,14358.974,-265.24872,-427.82913,149.61543,-108.67709,63.97294,-19.295187,-0.40148398,-3.479464,-2.748322,2.3278644,-0.6881844,0.9756777,-0.07276605,0.85082895,-0.05325885,0.57248205,-0.95785266,-0.056265876,-0.86102676,0,0.0
520,521,/content/drive/MyDrive/ReCirCor/training_data/training_data/50061_MV.wav,1,98920.16,4931.766,2951.9333,226.09135,356.10797,352.89816,156.56616,98.38676,-5.477048,114.33663,-1.0418502,16.679808,2.4050953,-3.199931,0.9421582,0.8896403,-0.15920967,-0.121631645,1.3388108,-0.031273697,0,0.0
521,522,/content/drive/MyDrive/ReCirCor/training_data/training_data/50066_AV.wav,1,-6929.9966,-360.57486,16.885258,55.347622,-13.118962,-16.915773,1.0619769,1.1659645,-1.6956681,-1.4485449,6.4748163,-0.008004594,1.0489861,1.1556636,0.92481625,-0.07882359,-0.43033955,-0.5078636,-0.21324676,-0.50617784,0,1.0
522,523,/content/drive/MyDrive/ReCirCor/training_data/training_data/50066_MV.wav,1,107296.17,-3329.2085,-1767.9385,416.35632,-778.7746,188.11217,-88.630554,-11.302001,-3.4726186,-6.688263,0.22878236,2.7741594,0.20527443,1.0357897,0.64557916,-0.7251164,0.075938575,0.09000735,-0.42782652,-0.5667179,0,0.0
523,524,/content/drive/MyDrive/ReCirCor/training_data/training_data/50067_PV.wav,1,-4467.293,-172.9114,285.7769,84.81852,-54.59084,-24.573889,-6.1493554,2.9736884,-13.223445,-0.5805982,2.2032654,0.6400753,-0.05535152,0.73350024,-0.5285084,-0.06352351,0.919815,0.3720537,-0.036914676,-0.036619302,0,0.0
524,525,/content/drive/MyDrive/ReCirCor/training_data/training_data/50067_TV.wav,1,-7243.3735,-289.3735,158.39183,59.846737,-20.814651,-19.784224,-3.2189991,2.023767,-14.028075,-0.988636,0.45529285,1.5608239,-1.2300998,1.5074196,-1.2050518,-0.5463388,1.4526805,0.6234283,0.17680572,0.6531982,0,1.0
525,526,/content/drive/MyDrive/ReCirCor/training_data/training_data/50067_MV.wav,1,12710.572,-1300.7947,-1405.8724,209.68808,-96.91575,64.65586,-17.448935,-2.8182158,-10.273454,-4.581591,2.3929343,-0.18764183,0.49477172,0.8467624,0.6714621,0.15809554,0.50581527,0.08609601,0.17872328,-0.35773042,0,0.0
526,527,/content/drive/MyDrive/ReCirCor/training_data/training_data/50070_AV.wav,1,16533.295,1112.6248,528.7093,-627.5549,-107.862465,54.32778,-0.89446145,-8.572528,-2.8542054,-4.0123143,-0.6680435,-0.21752289,1.105561,-0.077591695,-0.06363735,1.0138217,0.04551923,-0.06715713,-0.3607811,-0.025144113,0,1.0
527,528,/content/drive/MyDrive/ReCirCor/training_data/training_data/50070_PV.wav,1,-8502.868,-297.96878,112.79259,53.286514,-27.56757,-26.240019,-2.0717514,0.54460555,-0.59678954,-1.1345516,1.4132559,-0.2974643,0.84975314,0.4124142,0.71811575,-0.18422064,0.030851733,0.26372477,-0.21980591,-0.13237591,0,1.0
528,529,/content/drive/MyDrive/ReCirCor/training_data/training_data/50070_TV.wav,1,-6085.7866,-366.53113,-268.55374,45.10209,-35.83588,-7.0548396,-2.473748,0.20778014,-8.038088,-1.5553466,0.52965695,-0.097223505,0.8385644,0.2569357,1.2232642,-0.6192604,-0.09468624,-0.012852588,0.3125463,-0.22247833,0,1.0
529,530,/content/drive/MyDrive/ReCirCor/training_data/training_data/50070_MV.wav,1,-7407.105,-241.2706,157.0574,-89.54188,-14.353675,1.7605865,1.795877,-1.8791264,2.7187748,0.18927927,0.8603798,-0.17197724,0.94208616,0.12962589,-0.7124429,0.41429743,-0.05427433,-0.050928246,0.02938485,-0.2792086,0,1.0
530,531,/content/drive/MyDrive/ReCirCor/training_data/training_data/50072_PV.wav,1,-1539.5771,-193.05432,103.81882,-63.79908,-57.717854,-3.256617,0.12847693,-1.0675129,-11.079211,-1.9155822,-1.7379628,0.66848975,0.5424906,0.64056087,-0.27797264,0.5563763,1.2025076,0.27020025,0.34043255,0.5138773,0,1.0
531,532,/content/drive/MyDrive/ReCirCor/training_data/training_data/50072_TV.wav,1,51817.445,2107.0344,-2096.4226,-92.75288,-132.09496,311.3358,-40.783657,-21.54678,-6.9699087,-7.4680166,0.14927597,-0.1729093,0.2912186,-0.91000736,-0.4209957,-0.01511133,0.74540836,0.13535193,0.5461815,-0.28326288,0,0.0
532,533,/content/drive/MyDrive/ReCirCor/training_data/training_data/50072_MV.wav,1,60802.652,-2356.9067,-1533.1802,67.46343,-412.0278,201.10152,-43.378075,-18.152306,-7.1301117,-7.5974445,0.37726966,0.20950972,0.37777293,-0.39619544,0.09741302,0.7017387,1.1173321,0.112054795,0.58523655,-0.14504221,0,0.0
533,534,/content/drive/MyDrive/ReCirCor/training_data/training_data/50074_AV.wav,1,-6820.417,271.6925,523.91034,36.904133,-11.569649,-11.986844,-3.368148,2.1883502,-13.584827,-2.4950402,5.476832,-0.27926672,0.12004013,0.2620059,-0.14106722,0.1800462,0.9107347,-0.19542915,-0.26506785,0.96705276,0,1.0
534,535,/content/drive/MyDrive/ReCirCor/training_data/training_data/50074_PV.wav,1,-7823.7686,-26.655228,110.09668,100.5324,-26.661129,-22.858282,-4.5376425,1.211448,-4.9237633,-0.9487537,0.54106975,-0.3600998,1.0382794,0.60106695,-0.725302,0.54977113,-0.5204766,0.3870084,-0.032020003,-0.30450663,0,0.0
535,536,/content/drive/MyDrive/ReCirCor/training_data/training_data/50074_TV.wav,1,19673.918,182.53793,-1301.6375,148.65239,-127.402916,133.8235,-19.349876,-8.719795,-8.394535,-3.5992882,-0.61657083,-0.26183942,1.6988643,0.77510816,0.12692797,1.5184743,0.20788261,-0.23508027,0.608745,0.20104721,0,0.0
536,537,/content/drive/MyDrive/ReCirCor/training_data/training_data/50074_MV.wav,1,-2680.4038,-77.15351,-197.95862,63.598095,-52.291203,-10.0061655,-5.4129705,-0.46321726,-4.492893,-2.3193126,-5.108567,-0.26979646,1.3228916,0.2707926,-1.1206077,-0.075850934,-0.075959265,-0.039944433,0.35597625,-0.3713252,0,0.0
537,538,/content/drive/MyDrive/ReCirCor/training_data/training_data/50075_AV.wav,1,-8015.9263,-327.50455,130.04692,69.67608,-29.424973,-25.66527,-4.44564,-0.22608146,1.5997293,-0.58936363,1.5406674,-0.06326811,0.81522,0.4907093,-0.6891422,0.36084375,-0.6507367,-1.0227462,-0.12488366,0.28722373,0,1.0
538,539,/content/drive/MyDrive/ReCirCor/training_data/training_data/50075_MV.wav,1,17974.2,-2467.199,-406.2179,18.079382,-202.90707,-0.692182,-14.297443,-2.9919782,-9.321068,-2.4517188,-0.6201961,3.0926127,1.0630021,0.533193,0.46049842,0.32302475,-0.032264598,-0.010709772,-0.6025094,-0.42602146,0,0.0
539,540,/content/drive/MyDrive/ReCirCor/training_data/training_data/50076_AV.wav,1,-5818.5303,356.781,404.78598,123.80115,-37.58617,-25.028204,-9.794582,0.0014828858,-10.158752,-2.4313881,-1.7925235,-0.3175621,1.0675375,0.3040826,-1.1425428,-0.2364118,0.13309124,0.25785002,0.59793955,-0.052621666,0,0.0
540,541,/content/drive/MyDrive/ReCirCor/training_data/training_data/50076_PV.wav,1,31527.635,-2726.968,-1525.3446,68.178894,-395.50494,-36.261173,-30.171923,-5.1073995,-6.2753096,-7.544813,-1.476818,0.12654857,1.1003588,0.53952456,0.11062588,0.95621186,0.30416504,-0.117335744,0.27631614,0.33233368,0,0.0
541,542,/content/drive/MyDrive/ReCirCor/training_data/training_data/50076_TV.wav,1,-7193.341,-555.3818,-10.35599,64.21872,-42.776733,-23.806541,-4.235793,0.25597298,-14.691674,-2.7326953,3.5740664,0.5138404,-0.9309226,1.2468146,0.1946727,-0.5585679,1.6055553,0.9688565,0.6590297,0.37544513,0,0.0
542,543,/content/drive/MyDrive/ReCirCor/training_data/training_data/50076_MV.wav,1,-7476.792,-136.37755,271.26562,53.725143,-30.859186,-27.441942,-5.3558226,-0.45813215,-7.608232,-2.0666559,-4.498234,-0.24001843,0.8241477,0.43411797,-1.1846354,-0.29846418,-0.19117317,0.34148398,0.23528823,0.106480286,0,1.0
543,544,/content/drive/MyDrive/ReCirCor/training_data/training_data/50077_MV.wav,1,102647.11,30487.004,23787.035,4483.091,1057.4066,-473.87103,1534.3688,-59.789124,21.019941,-106.27282,-0.640356,13.183114,1.4316452,-1.9941614,0.057532646,-0.2942678,-0.082191385,-0.13303018,0.4214157,0.036306523,0,0.0
544,545,/content/drive/MyDrive/ReCirCor/training_data/training_data/50078_AV.wav,1,-8664.266,-365.85794,129.96411,46.782833,-28.108923,-27.79241,-3.838438,-3.3079584,26.071898,1.8379922,-1.544064,0.012070899,0.050024632,0.12779416,-1.3791807,-0.48701397,-0.4532958,0.05241733,0.18266101,-0.6011549,0,1.0
545,546,/content/drive/MyDrive/ReCirCor/training_data/training_data/50078_PV.wav,1,-8744.847,-455.68832,80.150185,61.784554,-27.854685,-28.32079,-2.8230662,-2.0291214,11.274309,0.4004799,7.1935787,-0.102577135,0.039535366,-0.58222723,-1.318564,-0.4346744,-0.5355585,0.73534137,-0.07068161,-0.77632785,0,1.0
546,547,/content/drive/MyDrive/ReCirCor/training_data/training_data/50078_TV.wav,1,-8384.899,-211.34079,237.21446,53.341522,-29.557644,-26.911654,-4.3961535,-3.1466186,23.284084,1.536194,-5.330104,0.028198333,-0.4210168,-0.6112365,-1.1463575,-0.2893702,-0.18890336,0.8061114,-0.06608704,-0.6668704,0,1.0
547,548,/content/drive/MyDrive/ReCirCor/training_data/training_data/50078_MV.wav,1,-7024.6807,-362.26437,16.50944,-1.0786109,-32.32204,-16.675354,-3.336169,-4.0542665,25.273256,1.8152157,-4.01617,0.094229944,-0.15513769,-0.40063295,-0.19110924,0.4743114,0.31650364,-0.19700186,-0.23541011,0.26858914,0,1.0
548,549,/content/drive/MyDrive/ReCirCor/training_data/training_data/50079_AV.wav,1,-7623.909,-318.91672,185.57986,-5.3661876,-36.05064,-27.83301,-3.5585454,-4.172465,39.98094,3.2181036,-2.4763727,0.29901022,-0.33582518,0.95758253,-0.18279049,1.0647339,-0.113327645,-0.33585766,-0.54217166,0.10797616,0,1.0
549,550,/content/drive/MyDrive/ReCirCor/training_data/training_data/50079_PV.wav,1,-7537.2563,161.48514,254.52782,-6.068409,-15.145664,-14.896611,5.7792683,-1.357858,10.022329,-0.40461788,-2.772346,-0.26543143,0.8954404,0.02058554,0.8938454,-0.19567205,0.6440682,-1.7305851,0.32652295,-0.7826754,0,1.0
550,551,/content/drive/MyDrive/ReCirCor/training_data/training_data/50079_TV.wav,1,-6082.657,-109.20158,-116.01202,-117.4877,-8.479289,7.3689113,7.6133604,-5.352097,11.528129,0.26758644,2.0330658,0.010815817,0.9463469,0.37684935,0.95615315,0.48115095,0.052666277,-0.24743365,0.39329812,-0.88019514,0,1.0
551,552,/content/drive/MyDrive/ReCirCor/training_data/training_data/50080_AV.wav,1,-6062.496,-261.7628,35.89605,-21.503841,-37.09926,-11.85082,-2.5318682,-0.76939243,-13.464883,-2.7402341,1.9773508,-0.2135837,0.6255548,0.3145369,-1.3596102,-0.7469925,-0.20682687,0.22877766,0.269991,-0.12564948,0,1.0
552,553,/content/drive/MyDrive/ReCirCor/training_data/training_data/50080_PV.wav,1,-8548.782,-356.59885,45.472664,6.355061,-22.015366,-13.37144,-1.0362824,-0.71793586,-11.494379,-2.1456528,13.067644,-0.26426214,0.49388883,0.07788719,-1.2938536,-0.72625744,-0.6703821,-0.45109984,-0.7083191,-0.5207838,0,1.0
553,554,/content/drive/MyDrive/ReCirCor/training_data/training_data/50080_TV.wav,1,-9062.427,-465.97513,73.355896,54.738464,-30.624216,-28.648367,-3.5074525,-0.5878827,-4.943283,-1.7309736,12.378768,-0.3669145,1.0961536,-0.08231832,0.5836547,0.28366476,-0.40407288,-1.3397872,-0.1792454,0.69177794,0,1.0
554,555,/content/drive/MyDrive/ReCirCor/training_data/training_data/50080_MV.wav,1,-9150.48,-439.67236,88.398575,61.90513,-30.262384,-30.544004,-2.9187644,0.9430811,-13.998691,-2.436885,-0.24482226,-0.48748472,1.6277877,0.24335708,-0.61309373,-0.013681561,-1.3252677,-0.49922657,-0.17765391,0.5231138,0,1.0
555,556,/content/drive/MyDrive/ReCirCor/training_data/training_data/50085_AV.wav,1,-9115.238,-463.0128,92.45086,63.831196,-33.06589,-31.348276,-4.075318,-0.251775,-7.691381,-2.1249492,-5.064247,-0.3402011,0.7290917,-0.3820672,1.0772806,-1.0960922,-0.03058223,0.202539,-0.220325,0.3519475,0,1.0
556,557,/content/drive/MyDrive/ReCirCor/training_data/training_data/50085_PV.wav,1,-8931.082,-440.85526,93.52888,60.833115,-31.842152,-29.39794,-4.0951147,-0.11163758,-10.457136,-2.4705682,0.2228003,-0.42840347,0.728799,-0.79782885,0.25945178,-0.13008286,-0.15730861,0.6803866,-0.42196876,0.6159987,0,1.0
557,558,/content/drive/MyDrive/ReCirCor/training_data/training_data/50085_TV.wav,1,-9137.562,-458.7802,92.48113,64.75107,-32.46693,-31.538862,-3.9421332,0.33426672,-12.042069,-2.5152204,-6.1869235,-0.27446327,0.76586753,-0.49605826,-1.3604503,-1.1441383,0.13865164,-0.43230087,0.2747906,0.02627005,0,1.0
558,559,/content/drive/MyDrive/ReCirCor/training_data/training_data/50085_MV.wav,1,13682.143,1088.237,1870.6932,159.09772,-168.18813,-25.771702,-30.419815,-2.7719154,-6.2580056,-3.9792385,-1.5889922,-0.59885776,1.4286323,-0.41198426,0.17733121,1.2451942,0.19878078,0.090373255,0.06392284,0.055558395,0,0.0
559,560,/content/drive/MyDrive/ReCirCor/training_data/training_data/50086_PV.wav,1,-7579.6143,-104.9401,117.26231,5.732124,-8.557711,2.798426,-0.12966508,-1.7348603,18.352777,1.1052177,-8.02739,-0.16311318,0.08651778,0.10249527,0.49053895,0.6468647,-0.773712,1.281601,-0.67414856,0.46249792,0,1.0
560,561,/content/drive/MyDrive/ReCirCor/training_data/training_data/50086_TV.wav,1,-7508.086,-115.47219,-95.03959,53.598827,-15.2543335,4.4262786,-1.0223787,-1.6059278,20.085691,1.154288,-0.76306105,-0.3337359,0.119297825,-0.4743411,0.5714045,-0.30343094,1.6081656,-2.1309288,0.1317316,-0.5191036,0,1.0
561,562,/content/drive/MyDrive/ReCirCor/training_data/training_data/50086_MV.wav,1,-7343.755,-511.00186,-415.37146,-249.65446,14.8280325,57.78564,11.840858,-4.539829,13.866038,0.5049439,-1.6958766,-0.13409325,0.50542724,-0.32775787,-0.06488636,0.789393,0.3161592,-0.28294206,-0.49113154,0.15036905,0,1.0
562,563,/content/drive/MyDrive/ReCirCor/training_data/training_data/50089_AV.wav,1,-8081.5522,-370.5581,56.74648,56.489204,-24.322578,-15.891636,-4.346228,-0.57063895,-12.694571,-2.7640867,4.9113336,-0.5158631,1.2690625,-0.6890281,0.15123673,0.6771365,0.61192083,-0.15925136,-0.0054311557,0.6766664,0,1.0
563,564,/content/drive/MyDrive/ReCirCor/training_data/training_data/50089_PV.wav,1,-7368.008,-422.0656,47.52287,83.82823,-39.53493,-24.33586,-5.4644775,0.0047592446,-12.303598,-2.8410366,1.7825372,-0.57314396,2.0969963,-0.25659767,-0.9115648,0.20771739,-0.87473434,0.6049677,0.7441548,-0.37185124,0,0.0
564,565,/content/drive/MyDrive/ReCirCor/training_data/training_data/50089_TV.wav,1,15927.369,-1579.2936,-522.79034,-62.899303,-203.86565,-7.0112834,-15.997319,-3.442448,-7.5634527,-5.563433,-0.06583841,-0.038181126,1.296187,-0.030702334,0.79973817,0.14703208,0.246779,0.0010346168,-0.008850014,-0.6723811,0,0.0
565,566,/content/drive/MyDrive/ReCirCor/training_data/training_data/50092_AV.wav,1,-7792.466,-14.007142,349.1585,-25.715412,28.351221,33.019196,-1.3310905,0.78462774,-12.441685,-0.52362597,2.0813258,-0.12097791,0.40131462,-0.94414186,-0.6598817,-0.41506344,0.064301126,1.0092169,-0.15792003,0.10308766,0,1.0
566,567,/content/drive/MyDrive/ReCirCor/training_data/training_data/50092_PV.wav,1,-8368.1045,-252.50146,49.395485,-3.1573532,-30.781609,-18.69313,-1.7915891,-1.0321302,-13.666982,-2.7007556,6.35245,-0.28762326,0.57838166,-0.57275313,1.075248,-0.96699303,0.1903966,0.28731927,-0.004768073,0.2721827,0,1.0
567,568,/content/drive/MyDrive/ReCirCor/training_data/training_data/50092_TV.wav,1,-8451.221,-517.38007,39.524933,64.38462,-38.160637,-29.832508,-4.100778,-0.10198772,-11.352372,-2.6609228,0.47254193,-0.43406302,1.1419635,-0.7409083,-0.61872816,-0.09103104,0.16863793,-0.13194756,0.45146585,-0.07355226,0,1.0
568,569,/content/drive/MyDrive/ReCirCor/training_data/training_data/50092_MV.wav,1,-8673.505,-360.16876,114.10346,48.030193,-31.075186,-26.234873,-3.5042777,-0.18046983,-11.372698,-2.4466228,-3.7877915,-0.42468444,1.0501087,-0.65811783,-0.82903445,-0.4456127,0.046264257,-0.4604419,0.15105763,0.4090309,0,1.0
