,Input,Wav filename,flag value,pca_0,pca_1,pca_2,pca_3,pca_4,pca_5,pca_6,pca_7,pca_8,pca_9,pca_10,pca_11,pca_12,pca_13,pca_14,pca_15,pca_16,pca_17,pca_18,pca_19,Real Values,Predicted Values
175,176,/content/drive/MyDrive/ReCirCor/training_data/training_data/46065_PV.wav,1,12014.452,5287.0415,-121.1173,6.490228,67.32327,-6.882788,2.798394,5.6115584,5.5265803,-4.297146,-0.9462785,0.8113535,-0.22584368,-0.09672013,-0.7181732,-0.18139435,-0.3625334,0.32020083,-0.3836756,0.28618452,1,1.0
176,177,/content/drive/MyDrive/ReCirCor/training_data/training_data/46065_TV.wav,1,2225.012,-183.79192,5.622198,-48.500866,13.007616,-4.2413936,2.3284056,0.5606265,0.5042188,1.7197367,-0.26150197,-0.80865335,0.29326975,0.5969497,0.6693566,-0.38351646,0.6073068,0.6187238,0.45524123,-0.025885578,1,1.0
177,178,/content/drive/MyDrive/ReCirCor/training_data/training_data/46065_MV.wav,1,-2505.1406,-117.03265,-44.41824,4.9661384,-7.4536376,-4.0020885,1.7334192,-0.10577221,-0.10396811,4.574233,0.1051003,1.0864255,-0.6274215,0.4225032,-0.33987477,0.0642671,0.24644284,-0.43444237,0.14460957,0.1815279,1,0.0
178,179,/content/drive/MyDrive/ReCirCor/training_data/training_data/46532_AV.wav,1,747.231,331.66068,17.81632,23.739544,8.754808,-3.6227121,2.4154174,2.2694964,-1.4480157,2.0991433,0.19078603,0.048313856,-0.7182945,0.6275558,0.72424227,-0.101400256,0.31238317,0.51227784,0.15722008,-0.3793743,0,1.0
179,180,/content/drive/MyDrive/ReCirCor/training_data/training_data/46579_AV.wav,1,23054.291,-2525.5403,-222.46463,-81.17391,14.480264,-1.2550107,1.3734874,20.293108,13.553489,-2.6120198,-2.0143805,3.2042768,-0.050027713,-1.0083725,-1.8323395,-0.25194386,-1.3034585,-0.46882516,-1.9889786,0.4489853,1,1.0
180,181,/content/drive/MyDrive/ReCirCor/training_data/training_data/46579_PV.wav,1,-2190.0154,-7.4675474,-35.2759,11.06701,-6.2640457,-3.8785267,5.9158916,-0.4126783,0.91921693,3.638952,-0.44732687,-0.7068126,0.81588346,0.3534906,0.043312278,-0.31027377,0.5246981,0.49943623,-0.35448828,-0.32048175,1,0.0
181,182,/content/drive/MyDrive/ReCirCor/training_data/training_data/46579_TV.wav,1,238.82477,142.49786,11.165099,-44.34197,20.557308,-5.6827674,0.50729305,0.5874473,0.40578705,1.4067987,-0.60124356,-0.4316158,0.14037615,0.44978845,0.38163602,0.2698551,0.4135867,1.0100223,0.204769,-0.072335124,1,1.0
182,183,/content/drive/MyDrive/ReCirCor/training_data/training_data/46579_MV.wav,1,9054.838,515.20447,80.130356,-58.423576,20.03858,-3.8379273,0.57619524,-1.008021,1.8435179,1.083138,-1.2441704,-0.39456624,0.12193668,0.523619,-0.09383648,0.44219476,-0.31667653,0.43675295,-0.26760018,-0.19984706,1,1.0
183,184,/content/drive/MyDrive/ReCirCor/training_data/training_data/46778_MV.wav,1,-2507.8247,-155.11748,-47.34537,5.681963,-8.026182,82.43105,49.746384,-2.35749,-1.1540823,-4.0377083,-0.24116582,0.35081342,-0.053070936,0.7702135,-0.19325453,0.45204884,0.7669398,0.25771463,0.28190896,0.46712473,1,0.0
184,185,/content/drive/MyDrive/ReCirCor/training_data/training_data/47002_AV.wav,1,-460.1752,149.65619,166.04874,-42.003567,11.092211,14.239593,-5.6628227,1.0107607,-0.9146549,-0.6869675,-0.18234521,0.56159884,-0.59612083,0.7116486,0.09981099,-0.5487094,0.051174156,-0.20606944,-0.50732,-0.7030478,1,0.0
185,186,/content/drive/MyDrive/ReCirCor/training_data/training_data/47002_MV.wav,1,10454.094,-20.146107,208.45401,-245.3328,105.572624,-6.8464894,-4.3983765,3.4090421,-2.4164596,0.16119061,-0.4107943,-0.3449027,-0.46037218,-0.15738176,-0.22879946,0.6076129,0.60071623,0.58639234,0.47190714,-0.3742839,1,1.0
186,187,/content/drive/MyDrive/ReCirCor/training_data/training_data/49561_AV.wav,1,607.7109,225.96117,-62.852367,23.82981,-0.9736543,4.4064126,-2.605068,-0.26751068,0.41156402,0.98015153,-0.009620275,0.14381279,-0.4225041,-0.14190267,0.3225323,-0.4581622,-1.1292108,0.67500436,0.084056504,-0.9784657,0,1.0
187,188,/content/drive/MyDrive/ReCirCor/training_data/training_data/49561_PV.wav,1,-2349.0732,-89.874115,-52.496468,7.813444,-8.449025,2.845704,0.016257599,-0.3616027,-0.13023631,2.5058002,0.18813623,1.0657732,-0.61072797,0.5851462,0.3461381,-0.746696,-0.06925429,-0.58066016,-0.10483341,-0.31761885,0,0.0
188,189,/content/drive/MyDrive/ReCirCor/training_data/training_data/49561_TV.wav,1,-808.36786,-76.91933,-95.48884,25.545132,-17.715645,-0.12330146,-6.0477085,-0.579143,-0.12338956,2.5865903,0.43048814,1.2021457,-0.5624073,0.19655411,0.49011433,-0.791677,-0.123621784,-0.15297878,0.2936543,-0.08863327,0,0.0
189,190,/content/drive/MyDrive/ReCirCor/training_data/training_data/49561_MV.wav,1,1967.2688,450.3468,-98.995186,-12.596043,13.268234,18.65432,-9.170133,0.6202247,-0.07428098,-1.1309474,-0.04678023,0.039055847,-0.5696249,-0.25080717,-0.042151753,0.55470747,-0.22715595,0.55544275,0.25762892,0.06074888,0,1.0
190,191,/content/drive/MyDrive/ReCirCor/training_data/training_data/49562_AV.wav,1,-2158.5344,41.49509,3.6616757,-15.163174,3.4623399,-2.0395217,2.9798768,0.19801985,0.1436173,3.0012293,0.004502864,-0.14475596,0.61561275,-0.22368935,0.09736213,-0.49032465,-0.41111055,0.2846247,-0.08257486,-0.20084955,0,0.0
191,192,/content/drive/MyDrive/ReCirCor/training_data/training_data/49562_PV.wav,1,-1807.5721,416.86713,362.47427,-217.58534,103.84622,-0.42294672,2.1590073,2.3579106,1.8176314,-1.3091635,-0.58463067,-0.09502378,0.87597,-0.66654134,-0.11439458,-0.47197193,-0.7314691,-0.098582335,-0.48509672,0.29280856,0,0.0
192,193,/content/drive/MyDrive/ReCirCor/training_data/training_data/49562_TV.wav,1,-1331.3397,542.3178,288.0393,-142.75935,72.79514,0.6698651,0.7338026,1.0085907,1.8010767,0.30215654,-1.3053176,1.0015967,-0.2558018,0.74995214,-0.49632257,0.017361274,0.71058387,-0.23007543,-0.68895346,0.65330076,0,0.0
193,194,/content/drive/MyDrive/ReCirCor/training_data/training_data/49562_MV.wav,1,-1539.8167,122.73014,-16.309855,-19.76281,7.6253247,2.7965977,-1.917411,0.15240355,0.3812722,1.7790262,0.116313174,-0.5218377,0.8353507,-0.6376482,0.18123277,-0.40234753,-0.15743878,-0.003233958,-0.35976365,0.10695426,0,0.0
194,195,/content/drive/MyDrive/ReCirCor/training_data/training_data/49568_AV.wav,1,46618.527,-3365.5474,325.8289,-536.9546,175.27518,0.5254142,-0.5398637,2.3665266,-12.374214,-2.3868384,2.1569867,-0.78085625,0.5355137,0.5063646,0.70104945,-0.7608706,-0.20549737,-0.043241333,0.7760843,-0.11346012,0,1.0
195,196,/content/drive/MyDrive/ReCirCor/training_data/training_data/49568_PV.wav,1,-800.40564,250.2387,57.60097,-32.549515,10.782984,6.9917045,0.7153995,-0.010085708,0.500096,0.7021819,-0.061922017,1.3356836,0.015365026,0.323955,0.5772695,-0.36282274,-0.1423398,0.24181119,0.17885691,-0.053562574,0,0.0
196,197,/content/drive/MyDrive/ReCirCor/training_data/training_data/49568_TV.wav,1,-1786.6915,165.41444,-27.47241,5.1543455,3.0081222,22.336172,-9.989168,0.089358084,0.66417605,-1.3205363,0.06604499,-0.5309519,0.94139904,-1.0056516,0.7240781,-0.13609736,0.2942969,-0.47608536,-0.17628561,0.4670294,0,0.0
197,198,/content/drive/MyDrive/ReCirCor/training_data/training_data/49568_MV.wav,1,4378.2803,-94.850426,-121.5479,39.849514,-35.956,18.317507,-10.422001,-1.114534,-1.3093327,-0.07356646,0.06169562,-0.49784276,-0.31816372,-0.0038695817,0.038663827,0.03248777,-0.6061902,0.429757,0.113304116,-0.37566578,0,1.0
198,199,/content/drive/MyDrive/ReCirCor/training_data/training_data/49572_PV.wav,1,-2231.0222,42.777687,-9.68513,-9.47036,0.09734385,-3.296635,7.662414,-0.16423061,-0.08189911,3.3752003,0.22467439,1.3421693,-0.2626019,0.23851556,0.5524593,-0.60488015,-0.20376216,-0.07704584,0.41788378,0.16025336,1,0.0
199,200,/content/drive/MyDrive/ReCirCor/training_data/training_data/49572_TV.wav,1,-2545.961,-118.47599,-46.086422,7.071823,-8.344655,2.402352,-2.507242,-0.27907082,-0.10690516,2.9649775,0.19572456,-0.08791724,-0.05247907,-0.4512184,-0.094868034,-0.35420135,-0.5692378,0.1298348,0.109807044,-0.54182273,1,0.0
200,201,/content/drive/MyDrive/ReCirCor/training_data/training_data/49572_MV.wav,1,-2324.056,-61.19042,-12.496354,-10.822476,0.25840968,22.271133,-13.851472,-0.27984223,0.25297746,-2.083772,0.20658073,-0.11467375,0.96124977,-0.11152409,0.64892405,-0.5666085,-0.21880215,0.23105441,-0.2551433,0.044355895,1,0.0
201,202,/content/drive/MyDrive/ReCirCor/training_data/training_data/49574_AV.wav,1,-2460.846,-109.55419,-46.07681,7.5220923,-7.530705,-4.836451,-2.6539505,0.053270597,0.46780652,4.258495,-0.2460293,0.45977202,-0.48144796,1.0496478,-0.5978016,-0.3603879,0.36761096,-0.76293534,-0.25517613,0.072481565,1,0.0
202,203,/content/drive/MyDrive/ReCirCor/training_data/training_data/49574_PV.wav,1,-988.49695,-79.88746,-35.77735,-18.985863,3.927931,-3.2037733,2.278517,0.10866581,-0.17253526,3.0682971,0.020770835,-0.62667817,0.48516336,-0.85250133,0.32664022,-0.27492526,0.23153627,-0.05676532,0.09127231,-0.27600524,1,0.0
203,204,/content/drive/MyDrive/ReCirCor/training_data/training_data/49574_TV.wav,1,163.56732,20.357237,-24.42815,-13.785529,5.4981804,-4.577712,3.3801548,0.4860894,1.1553874,1.2122287,-0.99936235,-1.5946034,0.48871404,0.43319207,1.7991048,-0.22090617,0.9233527,-0.051226493,0.6477411,0.13312323,1,1.0
204,205,/content/drive/MyDrive/ReCirCor/training_data/training_data/49574_MV.wav,1,-286.79233,1074.6593,-64.51858,25.67422,7.479229,1.5247581,-9.329254,2.2445595,1.2632606,0.46637774,-0.2053571,-0.28721854,0.19808887,0.714386,-0.5635754,0.48830917,-0.03034768,0.5677029,-0.13634866,0.12293316,1,0.0
205,206,/content/drive/MyDrive/ReCirCor/training_data/training_data/49577_AV.wav,1,-2239.1543,-41.56722,93.491646,-51.26068,15.512307,40.929504,-15.564102,-0.26938435,0.48231626,-4.593475,-0.2606221,0.65203965,0.4753969,0.14069784,0.4040127,1.0589614,0.27569616,0.33085513,0.22314686,0.7504241,0,0.0
206,207,/content/drive/MyDrive/ReCirCor/training_data/training_data/49577_PV.wav,1,-153.63007,706.1029,176.05612,-73.12065,41.672607,0.76900876,-6.3509235,1.5339583,1.3119663,0.57404774,-0.078853406,0.8592391,-0.07669582,-0.5847326,0.16907935,1.1901126,-0.4517978,0.11377429,0.5056019,0.61197627,0,0.0
207,208,/content/drive/MyDrive/ReCirCor/training_data/training_data/49577_TV.wav,1,-896.88837,235.87059,-14.922695,1.0585469,-0.64720726,29.096697,-6.1192436,0.412769,-0.3912563,-1.5069416,0.042127002,0.62436134,-1.2447665,0.59113497,-0.11695756,-0.9251623,0.36313665,-0.9808558,-0.10499802,-0.86426455,0,0.0
208,209,/content/drive/MyDrive/ReCirCor/training_data/training_data/49577_MV.wav,1,-585.48944,-96.36592,4.3112893,-27.369804,6.666407,21.812819,-7.404151,-0.32505408,-0.21333303,-0.70218986,-0.18832989,-0.12730876,-0.7687546,-0.10930513,-0.42991504,0.24337795,-0.7637155,0.27478924,0.18808067,-0.83652157,0,0.0
209,210,/content/drive/MyDrive/ReCirCor/training_data/training_data/49585_AV.wav,1,-2306.087,-67.33774,-34.15201,1.8616616,-4.4421253,28.027193,-10.402269,-0.31986016,0.08870357,-1.5696135,-0.23456474,-0.7143166,0.29093543,-0.009115842,-0.32746434,-0.08290152,0.08460693,0.3579518,-0.12492087,-0.59806836,0,0.0
210,211,/content/drive/MyDrive/ReCirCor/training_data/training_data/49585_PV.wav,1,-2399.966,-84.99934,-48.646378,6.255114,-6.230253,-0.623174,-3.4578764,-0.17082442,0.04286736,2.874256,0.21904805,-0.07653946,0.2904961,-0.7027397,0.47321436,-0.063435376,-0.31162974,0.4024576,0.19348937,-0.15684578,0,0.0
211,212,/content/drive/MyDrive/ReCirCor/training_data/training_data/49585_TV.wav,1,-2262.7466,26.649965,-32.153324,-4.524076,0.70412624,0.5218316,-7.85899,0.114445925,0.09843005,2.1528752,0.19486463,1.0596284,-0.95362955,0.06962402,0.12531626,-1.0064088,-0.033503346,-0.34348652,0.04776902,-0.51033247,0,0.0
212,213,/content/drive/MyDrive/ReCirCor/training_data/training_data/49585_MV.wav,1,-21.76555,882.56537,-117.974594,35.27701,-3.4582543,16.583458,-3.8904366,-0.19993663,1.3339697,-0.88569915,0.22906512,0.2473733,-0.29980972,-0.14819612,-0.11722579,0.029039904,-0.86414844,0.4688077,0.049389414,-0.47795922,0,0.0
213,214,/content/drive/MyDrive/ReCirCor/training_data/training_data/49595_AV.wav,1,-1137.4678,-97.08968,-53.87044,26.835531,-10.608164,-0.09367336,-0.77304566,0.88219553,0.9756458,2.515448,-1.105309,-2.012146,0.8392962,1.616685,-0.5649907,0.36399457,0.44223696,0.5199785,-1.2405077,0.052504934,1,0.0
214,215,/content/drive/MyDrive/ReCirCor/training_data/training_data/49595_MV.wav,1,1441.5125,646.273,411.96884,20.38956,30.622446,0.5358843,-0.17394663,11.074515,-6.0789256,0.9310404,2.108363,-2.7191803,0.99686664,0.7416316,0.048470464,0.121073194,1.3043605,-0.3683625,-0.73923844,-0.042763542,1,1.0
215,216,/content/drive/MyDrive/ReCirCor/training_data/training_data/49598_AV.wav,1,-2572.2556,-113.79618,-36.999985,7.432287,-7.595768,-2.4280965,3.0863225,-0.22975858,-0.34237802,3.029622,0.33389598,1.2136682,-0.15436438,0.38139576,0.54779553,-0.9176004,-0.098938644,0.19402297,0.3090655,0.051228143,0,0.0
216,217,/content/drive/MyDrive/ReCirCor/training_data/training_data/49598_MV.wav,1,-2485.3083,-61.87879,-13.919894,1.2016829,-4.95332,0.3673259,4.6740584,-0.005115982,0.18308683,3.870685,0.15615678,-0.33766037,0.71775144,-0.64782333,-0.1726397,-0.19598593,-0.35417777,-0.2511471,-0.038580015,0.14845413,0,0.0
217,218,/content/drive/MyDrive/ReCirCor/training_data/training_data/49610_AV.wav,1,-2213.5583,51.837494,-19.439808,5.4720893,-5.986304,-2.8221292,-5.1844044,0.28530666,0.59443593,2.5639713,-0.40482378,0.71031743,-0.22716823,1.1128811,0.06951711,-0.80604804,0.40062135,-0.48918802,-0.3032762,0.061687704,0,0.0
218,219,/content/drive/MyDrive/ReCirCor/training_data/training_data/49610_PV.wav,1,-2375.3682,-73.436554,-30.329773,-1.1907167,-3.531079,-2.5325556,6.164877,-0.2176904,0.01101846,3.244546,0.059757557,1.2777778,-0.1513595,0.9208572,0.6783989,-0.5095746,0.04415268,-0.21998201,0.13617074,0.4576898,0,0.0
219,220,/content/drive/MyDrive/ReCirCor/training_data/training_data/49610_TV.wav,1,-2132.1995,-28.106712,-19.44651,-5.8715067,-0.4105224,-3.9066298,-1.0982863,-0.008922556,-0.2203133,2.415492,0.3859736,1.3774939,-0.48634025,0.34367424,1.010993,-0.99902487,-0.23054771,-0.3619676,0.092223726,-0.09767696,0,0.0
220,221,/content/drive/MyDrive/ReCirCor/training_data/training_data/49610_MV.wav,1,-1340.2017,31.454699,14.195878,-29.64767,13.050763,-2.7644892,0.26568833,0.4427669,0.90141827,2.3566413,-0.4413632,-0.35756987,0.078134365,0.011720649,0.12276096,-0.10453288,0.019684434,0.7200299,0.11548495,-0.71297926,0,0.0
221,222,/content/drive/MyDrive/ReCirCor/training_data/training_data/49622_AV.wav,1,-2204.516,-24.99976,-29.984846,-3.7332952,-1.5280666,14.790355,-7.1666207,-0.24560831,0.38222274,0.44816482,-0.27112937,-0.82222295,-0.028689733,-0.11475853,-0.6136495,-0.23518316,-0.10073918,0.55768734,-0.026757332,-1.0505663,0,0.0
222,223,/content/drive/MyDrive/ReCirCor/training_data/training_data/49622_MV.wav,1,-2152.9253,29.09585,1.9385496,-21.355461,6.0573893,-2.4402647,-2.6761804,0.3257601,0.08430427,3.4746559,0.12747191,0.948086,-0.18613018,-0.28659084,0.09851831,0.49976316,0.2816188,0.36685166,0.41730663,0.40564585,0,0.0
223,224,/content/drive/MyDrive/ReCirCor/training_data/training_data/49627_AV.wav,1,-454.14417,348.9886,213.12929,8.484284,-7.3378987,-0.46650088,-2.5772476,2.7136972,0.5312685,1.3002625,-0.32198945,-0.8675712,-0.046502206,0.92573875,-0.23738863,0.4435334,-0.56397593,0.40773773,-0.0067991167,-0.2127978,1,0.0
224,225,/content/drive/MyDrive/ReCirCor/training_data/training_data/49627_PV.wav,1,89.59217,165.90068,121.570526,67.46931,-22.954601,-4.064836,0.76668596,3.5018635,-1.22937,2.2265918,0.33409774,-0.28639838,-0.16982655,1.7951851,0.5060086,-0.49664953,0.84473777,-0.11088578,-0.11271134,-0.20513487,1,0.0
225,226,/content/drive/MyDrive/ReCirCor/training_data/training_data/49627_TV.wav,1,-237.08102,785.8187,325.84543,-46.446327,59.26292,-6.7314587,1.5960859,-0.06096407,8.157107,-0.5917981,-0.8120501,-0.62185967,0.80233777,-0.8491163,-0.09390052,-0.5318995,0.24024613,-0.35123077,-0.49300042,-0.24251212,1,0.0
226,227,/content/drive/MyDrive/ReCirCor/training_data/training_data/49627_MV.wav,1,-1868.7667,70.74374,43.80831,26.076082,19.668592,-5.1306963,1.2297826,-0.52210957,7.8735127,0.2687353,-2.001225,-0.5773292,0.72701967,-0.07179584,0.858246,-0.37463453,-0.07436605,0.2976737,-0.039883226,-0.3124102,1,0.0
227,228,/content/drive/MyDrive/ReCirCor/training_data/training_data/49628_AV.wav,1,2483.5994,1655.3379,648.8525,-4.3669577,124.41802,-6.1044884,2.1196012,-1.497993,10.581313,-2.9780705,-1.0868211,0.91499454,-0.071138985,0.75929964,-0.20389971,-0.2506413,0.23704216,0.2022215,-0.23095492,0.35692498,1,1.0
228,229,/content/drive/MyDrive/ReCirCor/training_data/training_data/49628_PV.wav,1,30411.693,-4029.257,-215.08609,289.27106,-175.39731,2.6841743,2.0317695,36.642143,9.569643,-2.7923977,-0.86957335,0.26130062,-0.21566954,-0.276559,0.058186304,0.3931724,0.40681213,0.61205494,0.47132468,-0.21268196,1,1.0
229,230,/content/drive/MyDrive/ReCirCor/training_data/training_data/49628_TV.wav,1,1302.2744,527.4758,237.70822,25.152967,20.731857,-6.9422307,1.6093943,1.4337602,23.982006,-5.134465,-4.4151516,-1.727653,0.0016314568,-0.5291191,2.453502,-0.2739231,0.8452371,-1.1224254,2.786715,-0.049208805,1,1.0
230,231,/content/drive/MyDrive/ReCirCor/training_data/training_data/49628_MV.wav,1,-987.2477,34.404716,-43.928413,3.992584,-3.9497015,-4.4904222,3.091235,-0.027338624,0.81612897,2.6827235,-0.42201245,-1.0268147,0.54123056,0.019301735,0.33432624,-0.030665768,0.31035367,0.15342586,0.09205919,-0.2569438,1,0.0
231,232,/content/drive/MyDrive/ReCirCor/training_data/training_data/49630_AV.wav,1,73.17342,237.62617,29.006613,-33.165676,35.176517,3.7226596,-5.113941,-1.29684,1.9356147,0.9229813,-0.25503093,1.359366,-0.107271284,-0.9683569,0.5610089,0.3598804,-0.64103967,0.90102404,0.8330207,0.5410152,1,0.0
232,233,/content/drive/MyDrive/ReCirCor/training_data/training_data/49630_PV.wav,1,-886.39636,50.960506,-17.287197,-13.030081,8.724991,5.4812207,-4.866504,0.12859395,0.40324944,0.82674533,0.3295011,0.6817744,-0.27258712,-0.35071668,0.33500007,-0.0032742387,-0.68471766,0.96504575,0.4654425,-0.0051016468,1,0.0
233,234,/content/drive/MyDrive/ReCirCor/training_data/training_data/49630_TV.wav,1,-2049.9697,14.660556,-24.426266,-0.8620169,8.4886465,51.30735,-3.1579368,-2.2822044,0.8726601,-4.897976,-0.680509,1.4962165,-0.26110157,0.8045328,0.4888221,-0.56748134,1.0694443,-0.72446996,-0.21958184,0.31231427,1,0.0
234,235,/content/drive/MyDrive/ReCirCor/training_data/training_data/49630_MV.wav,1,-1546.3445,86.38327,-65.87247,19.224794,-8.2445135,25.390234,-9.804243,-0.008954806,0.39383212,-1.1766901,0.20294641,-0.97713834,0.15694822,-1.1667608,-0.13794145,-0.5601752,-0.009606598,-0.22002305,-0.030224303,-0.21933013,1,0.0
235,236,/content/drive/MyDrive/ReCirCor/training_data/training_data/49631_AV.wav,1,52675.156,-2262.8574,1570.7715,-118.25386,-233.6397,-0.9316844,-1.5749599,-34.18888,14.365058,0.61549765,-2.1930077,0.92243683,0.050698135,-0.493847,-0.59793895,0.13136432,0.019897174,0.25748837,-0.82273483,-0.028270733,0,1.0
236,237,/content/drive/MyDrive/ReCirCor/training_data/training_data/49631_MV.wav,1,-2070.3445,56.932877,74.35791,-34.65444,14.895267,-0.21275069,-0.18068987,-0.00310711,0.6244063,2.060708,-0.1339165,-0.44631758,0.9676392,-0.75000006,0.66933435,-0.40667492,0.18971662,0.023826243,-0.77480495,-0.10985779,0,0.0
237,238,/content/drive/MyDrive/ReCirCor/training_data/training_data/49641_AV.wav,1,115.91321,106.36299,-80.9471,15.67348,-10.250521,1.9979688,1.0207996,0.084255494,-0.1438711,2.8173614,0.2764498,-0.3715942,0.6582997,-0.2668182,0.36672592,0.028449321,-0.33605936,0.06134985,-0.454002,-0.0072990465,0,0.0
238,239,/content/drive/MyDrive/ReCirCor/training_data/training_data/49641_PV.wav,1,-814.85205,51.39303,-61.544273,10.156121,-7.834845,-0.116071165,2.1618457,0.14548832,-0.30687132,3.2589505,0.27330494,0.5695368,0.64111435,0.16548629,0.14951247,0.26269224,0.20638281,0.15824147,0.14858082,0.14384364,0,0.0
239,240,/content/drive/MyDrive/ReCirCor/training_data/training_data/49641_TV.wav,1,-2026.9229,72.45207,-2.8256133,6.631086,-3.2108035,-1.9513654,3.4364858,0.41423634,0.10900319,2.8226314,0.20544095,1.2724949,-0.51080835,0.7213617,0.41600886,-1.0047088,0.14132959,-0.44122967,0.15701823,-0.21881741,0,0.0
240,241,/content/drive/MyDrive/ReCirCor/training_data/training_data/49641_MV.wav,1,14382.065,437.10733,71.288124,-119.8525,60.097336,-0.13358766,0.9484632,4.809243,-4.3574004,-0.2978309,1.4787723,0.3777118,-0.13132718,1.1910228,0.4197439,-0.44354916,0.60857147,-0.9069604,-0.09607617,0.98899436,0,1.0
241,242,/content/drive/MyDrive/ReCirCor/training_data/training_data/49653_AV.wav,1,-1956.3342,236.21043,-21.553003,-2.9797444,2.635523,25.48047,-10.2659445,0.09629597,0.39909977,-1.8237025,-0.32274768,-0.27173045,-0.26830375,0.2844603,-0.37722528,0.10132298,-0.16279273,0.3575134,-0.14550118,-0.5558673,0,0.0
242,243,/content/drive/MyDrive/ReCirCor/training_data/training_data/49653_PV.wav,1,-1012.6008,119.9224,-33.403854,-10.765786,4.1371937,4.861553,-5.463494,-0.052557208,0.7487286,1.5413862,-0.008769684,0.85905015,-0.45190117,0.7253454,0.018118095,-0.49708012,0.3124761,-0.62752753,-0.17832682,0.05825512,0,0.0
243,244,/content/drive/MyDrive/ReCirCor/training_data/training_data/49653_TV.wav,1,-2179.3848,137.46666,-7.7524242,-20.018627,10.938489,10.896263,-11.507565,0.16875184,0.74810743,0.49574563,0.054965585,0.29397935,0.24381286,-0.35213032,0.059337284,1.0243583,-0.31085035,0.36411008,0.39820504,0.74199,0,0.0
244,245,/content/drive/MyDrive/ReCirCor/training_data/training_data/49653_MV.wav,1,-1517.094,326.3506,-8.776171,-11.115427,12.343133,11.992362,-6.048909,-0.43619165,1.5439137,0.031336907,0.40525556,0.93230885,-0.06501934,0.21146668,0.44931644,0.6034341,-0.5209593,0.015452323,0.21702652,0.3792082,0,0.0
245,246,/content/drive/MyDrive/ReCirCor/training_data/training_data/49659_AV.wav,1,-2271.5332,-10.012648,-53.045773,11.659536,-9.317817,17.222595,-6.4416447,-0.08455748,0.029824352,-0.018889504,-0.06841634,-0.42469978,0.37814698,-0.34310836,0.3526742,-0.37536225,0.00075883634,0.3298905,-0.13467959,-0.81777775,0,0.0
246,247,/content/drive/MyDrive/ReCirCor/training_data/training_data/49659_PV.wav,1,-2565.4746,-97.77609,-43.408733,2.9256313,-5.5013733,5.3823876,-0.10542473,-0.12001035,-0.2664531,1.6381288,0.23774676,1.3611935,-0.26400045,0.832112,0.780868,-1.1111612,0.12803076,-0.28217855,-0.1504081,-0.2890013,0,0.0
247,248,/content/drive/MyDrive/ReCirCor/training_data/training_data/49659_TV.wav,1,-2587.4187,-107.727715,-44.47084,6.6940475,-7.535556,0.96645844,-7.0813155,-0.026108624,-0.03886721,1.9534497,0.32559526,-0.4413909,0.72905403,-0.94067603,0.8335128,-0.8631498,-0.48212266,0.011872673,-0.26584122,-0.48928723,0,0.0
248,249,/content/drive/MyDrive/ReCirCor/training_data/training_data/49659_MV.wav,1,-2130.4883,-10.03044,-40.900204,3.3310044,-5.519012,2.2027144,-2.8287702,0.052154273,0.06572709,2.3380733,0.2520768,-0.17534219,0.7912408,-0.89603794,0.8169069,-0.35974315,-0.14692827,0.038468845,-0.106102124,-0.14360613,0,0.0
249,250,/content/drive/MyDrive/ReCirCor/training_data/training_data/49661_AV.wav,1,5681.003,86.619194,55.840015,-87.565315,34.593628,-4.352811,2.8004432,0.70993745,0.3253366,1.9399863,-0.61977017,-0.4636485,-0.40558678,0.6663465,-0.58912736,0.46025744,0.29264832,0.58676994,-0.10409742,-0.22289607,0,1.0
